ID,age,baselining,control,deaths,gametime,gender,gravity,level,level_pupdilations,leveltime,mean_pupilsize,threscount,threshold
e,20,False,False,0,2.0000000000000027,male,15,1,"[9491.0, 9485.0, 9488.0, 9503.0, 9536.0, 9519.0, 9538.0, 9520.0, 9531.0, 9529.0, 9529.0, 9533.0, 9441.0, 9431.0, 9447.0, 9453.0, 9467.0, 9477.0, 9482.0, 9470.0, 9473.0, 9478.0, 9471.0, 9434.0, 9356.0, 9370.0, 9365.0, 9373.0, 9369.0, 9373.0, 9369.0, 9367.0, 9361.0, 9127.0, 9204.0, 9376.0, 9437.0, 9461.0, 9454.0, 9433.0, 9131.0, 9211.0, 9229.0, 9236.0, 9243.0, 9164.0, 9132.0, 9152.0, 9159.0, 9139.0, 9282.0, 9262.0, 9280.0, 9295.0, 9304.0, 9320.0, 9342.0, 9333.0, 9362.0, 9371.0]",2.0000000000000027,9374.4666666666672,0,9674.3177078567733
e,20,False,False,0,4.000000000000005,male,16.5,2,"[9366.0, 9399.0, 9384.0, 9392.0, 9387.0, 9396.0, 9394.0, 9387.0, 9380.0, 9365.0, 9351.0, 9344.0, 9348.0, 9358.0, 9351.0, 9356.0, 9362.0, 9350.0, 9310.0, 9323.0, 9325.0, 9352.0, 9366.0, 9373.0, 9285.0, 9282.0, 9292.0, 9301.0, 9296.0, 9315.0, 9280.0, 9281.0, 9277.0, 9289.0, 9306.0, 9314.0, 9322.0, 9326.0, 9317.0, 9365.0, 9368.0, 9365.0, 9357.0, 9353.0, 9346.0, 9333.0, 9345.0, 9268.0, 9230.0, 9255.0, 9268.0, 9276.0, 9284.0, 9284.0, 9309.0, 9364.0, 9355.0, 9358.0, 9362.0, 9357.0]",2.0000000000000027,9333.3999999999996,0,9674.3177078567733
e,20,False,False,0,6.000000000000008,male,18.15,3,"[9379.0, 9373.0, 9385.0, 9394.0, 9395.0, 9408.0, 9412.0, 9412.0, 9413.0, 9426.0, 9432.0, 9388.0, 9452.0, 9455.0, 9467.0, 9470.0, 9489.0, 9494.0, 9502.0, 9487.0, 9494.0, 9509.0, 9527.0, 9543.0, 9540.0, 9543.0, 9560.0, 9565.0, 9566.0, 9573.0, 9569.0, 9572.0, 9567.0, 9599.0, 9603.0, 9608.0, 9612.0, 9613.0, 9615.0, 9614.0, 9594.0, 9611.0, 9602.0, 9591.0, 9576.0, 9566.0, 9550.0, 9543.0, 9497.0, 9508.0, 9507.0, 9526.0, 9538.0, 9349.0, 9404.0, 9511.0, 9559.0, 9573.0, 9592.0, 9348.0]",2.0000000000000027,9509.5,0,9674.3177078567733
e,20,False,False,0,8.00000000000001,male,19.965,4,"[9407.0, 9429.0, 9443.0, 9441.0, 9453.0, 9405.0, 9402.0, 9421.0, 9435.0, 9448.0, 9456.0, 9480.0, 9482.0, 9498.0, 9502.0, 9526.0, 9607.0, 9612.0, 9621.0, 9620.0, 9624.0, 9628.0, 9627.0, 9627.0, 9632.0, 9638.0, 9627.0, 9628.0, 9632.0, 9635.0, 9624.0, 9630.0, 9624.0, 9628.0, 9633.0, 9627.0, 9626.0, 9606.0, 9619.0, 9612.0, 9620.0, 9601.0, 9573.0, 9579.0, 9579.0, 9574.0, 9574.0, 9548.0, 9398.0, 9510.0, 9572.0, 9586.0, 9467.0, 9493.0, 9497.0, 9509.0, 9494.0, 9486.0, 9419.0, 9409.0]",2.0000000000000027,9545.0499999999993,0,9674.3177078567733
e,20,False,False,1,10.000000000000014,male,21.962,5,"[9416.0, 9427.0, 9436.0, 9456.0, 9407.0, 9431.0, 9450.0, 9455.0, 9469.0, 9476.0, 9472.0, 9488.0, 9495.0, 9505.0, 9523.0, 9557.0, 9562.0, 9566.0, 9580.0, 9588.0, 9586.0, 9598.0, 9589.0, 9592.0, 9593.0, 9598.0, 9603.0, 9581.0, 9577.0, 9582.0, 9576.0, 9582.0, 9589.0, 9586.0, 9579.0, 9578.0, 9562.0, 9563.0, 9575.0, 9573.0, 9561.0, 9567.0, 9536.0, 9527.0, 9539.0, 9503.0, 9530.0, 9514.0, 9524.0, 9520.0, 9504.0, 9499.0, 9481.0, 9485.0, 9343.0, 9303.0, 9281.0, 9440.0, 9492.0, 9521.0]",2.0000000000000027,9518.1833333333325,0,9674.3177078567733
e,20,False,False,2,12.000000000000018,male,24.158,6,"[9543.0, 9590.0, 9596.0, 9401.0, 9537.0, 9596.0, 9604.0, 9619.0, 9603.0, 9540.0, 9402.0, 9444.0, 9421.0, 9397.0, 9379.0, 9363.0, 9358.0, 9366.0, 9303.0, 9295.0, 9304.0, 9320.0, 9324.0, 9340.0, 9356.0, 9356.0, 9383.0, 9400.0, 9419.0, 9451.0, 9491.0, 9516.0, 9531.0, 9538.0, 9562.0, 9568.0, 9579.0, 9593.0, 9584.0, 9588.0, 9580.0, 9566.0, 9565.0, 9540.0, 9552.0, 9550.0, 9531.0, 9525.0, 9508.0, 9414.0, 9395.0, 9641.0, 9658.0, 9647.0, 9623.0, 9649.0, 9646.0, 9655.0, 9662.0, 9529.0]",2.0000000000000027,9499.9333333333325,0,9674.3177078567733
e,20,False,False,2,14.000000000000021,male,26.574,7,"[9609.0, 9625.0, 9635.0, 9604.0, 9428.0, 9454.0, 9469.0, 9494.0, 9508.0, 9516.0, 9540.0, 9545.0, 9544.0, 9451.0, 9453.0, 9476.0, 9475.0, 9475.0, 9481.0, 9480.0, 9470.0, 9554.0, 9550.0, 9553.0, 9551.0, 9551.0, 9552.0, 9493.0, 9488.0, 9522.0, 9526.0, 9528.0, 9519.0, 9530.0, 9529.0, 9529.0, 9520.0, 9509.0, 9505.0, 9499.0, 9515.0, 9512.0, 9486.0, 9392.0, 9489.0, 9525.0, 9547.0, 9569.0, 9564.0, 9220.0, 9367.0, 9442.0, 9459.0, 9468.0, 9486.0, 9497.0, 9498.0, 9551.0, 9564.0, 9573.0]",2.0000000000000027,9507.7333333333336,0,9674.3177078567733
e,20,False,False,2,16.000000000000025,male,29.231,8,"[9589.0, 9581.0, 9591.0, 9610.0, 9607.0, 9620.0, 9635.0, 9649.0, 9666.0, 9675.0, 9741.0, 9752.0, 9734.0, 9721.0, 9713.0, 9705.0, 9681.0, 9659.0, 9629.0, 9578.0, 9579.0, 9551.0, 9534.0, 9529.0, 9542.0, 9533.0, 9535.0, 9530.0, 9502.0, 9493.0, 9502.0, 9067.0, 9114.0, 9191.0, 9271.0, 9354.0, 9438.0, 9214.0, 9412.0, 9503.0, 9556.0, 9582.0, 9606.0, 9633.0, 9666.0, 9561.0, 9579.0, 9650.0, 9699.0, 9728.0, 9761.0, 9715.0, 9680.0, 9708.0, 9746.0, 9760.0, 9761.0, 9785.0, 9793.0, 9809.0]",2.0000000000000027,9588.4666666666672,15,9674.3177078567733
e,20,False,False,2,18.00000000000003,male,24.846,9,"[9807.0, 9810.0, 9854.0, 9842.0, 9839.0, 9837.0, 9842.0, 9824.0, 9813.0, 9803.0, 9795.0, 9779.0, 9756.0, 9753.0, 9748.0, 9725.0, 9702.0, 9687.0, 9637.0, 9618.0, 9579.0, 9587.0, 9591.0, 9598.0, 9611.0, 9631.0, 9665.0, 9682.0, 9381.0, 9495.0, 9622.0, 9686.0, 9738.0, 9550.0, 9499.0, 9599.0, 9645.0, 9676.0, 9673.0, 9687.0, 9534.0, 9563.0, 9560.0, 9565.0, 9640.0, 9650.0, 9651.0, 9652.0, 9682.0, 9780.0, 9772.0, 9779.0, 9790.0, 9786.0, 9786.0, 9782.0, 9788.0, 9788.0, 9779.0, 9770.0]",2.0000000000000027,9696.0499999999993,36,9674.3177078567733
e,20,False,False,2,20.000000000000032,male,18.634,10,"[9784.0, 9771.0, 9748.0, 9753.0, 9742.0, 9738.0, 9719.0, 9702.0, 9648.0, 9665.0, 9660.0, 9655.0, 9633.0, 9636.0, 9567.0, 9534.0, 9527.0, 9529.0, 9565.0, 9537.0, 9535.0, 9542.0, 9562.0, 9562.0, 9590.0, 9507.0, 9379.0, 9542.0, 9574.0, 9580.0, 9606.0, 9631.0, 9646.0, 9553.0, 9496.0, 9520.0, 9523.0, 9520.0, 9516.0, 9485.0, 9354.0, 9246.0, 9270.0, 9283.0, 9277.0, 9268.0, 9260.0, 9260.0, 9321.0, 9288.0, 9276.0, 9275.0, 9258.0, 9267.0, 9258.0, 9220.0, 9223.0, 9220.0, 9240.0, 9226.0]",2.0000000000000027,9487.8666666666668,40,9674.3177078567733
