ID,age,baselining,control,deaths,gametime,gender,gravity,level,level_pupdilations,leveltime,mean_pupilsize,threscount,threshold
c,18,True,False,2,2.0000000000000027,male,62.5,1,"[8483.0, 8490.0, 8515.0, 8590.0, 8493.0, 8477.0, 8465.0, 8455.0, 8434.0, 8379.0, 8338.0, 8286.0, 8256.0, 8246.0, 8230.0, 8248.0, 8264.0, 8299.0, 8454.0, 9204.0, 9311.0, 9282.0, 9291.0, 9306.0, 9329.0, 9322.0, 9344.0, 9372.0, 9380.0, 9398.0, 9413.0, 9403.0, 9414.0, 9439.0, 9435.0, 9509.0, 9483.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9484.0, 9503.0, 9491.0, 9492.0, 9494.0, 9495.0, 9499.0, 9492.0, 9498.0, 9503.0, 9506.0]",2.0000000000000027,7208.2333333333336,0,
c,18,True,False,3,4.000000000000005,male,60.0,2,"[9419.0, 9428.0, 9431.0, 9448.0, 9454.0, 9463.0, 9463.0, 9470.0, 9477.0, 9468.0, 9861.0, 9839.0, 9829.0, 9826.0, 9816.0, 9819.0, 9822.0, 9819.0, 9827.0, 9817.0, 9822.0, 9823.0, 9721.0, 9742.0, 9764.0, 9783.0, 9795.0, 9803.0, 9807.0, 9826.0, 9832.0, 9845.0, 9847.0, 9855.0, 9859.0, 9875.0, 9876.0, 9884.0, 9888.0, 9893.0, 9839.0, 9821.0, 9836.0, 9838.0, 9852.0, 9860.0, 9825.0, 9765.0, 9790.0, 9805.0, 9813.0, 9844.0, 9856.0, 9881.0, 9899.0, 9933.0, 9963.0, 9993.0, 10008.0, 10022.0]",2.0000000000000027,9779.6499999999996,0,
c,18,True,False,4,6.000000000000008,male,57.5,3,"[10046.0, 10069.0, 10077.0, 10094.0, 10118.0, 10115.0, 9975.0, 9978.0, 10118.0, 10112.0, 10090.0, 9997.0, 9975.0, 9979.0, 9960.0, 9946.0, 9942.0, 9933.0, 9924.0, 9914.0, 9899.0, 9900.0, 9890.0, 9900.0, 9903.0, 9924.0, 9936.0, 9949.0, 9973.0, 9948.0, 9706.0, 9765.0, 9805.0, 9835.0, 9866.0, 9891.0, 9922.0, 9926.0, 9941.0, 9960.0, 9969.0, 9997.0, 9989.0, 10001.0, 10057.0, 9892.0, 9905.0, 9929.0, 9943.0, 9957.0, 9972.0, 9748.0, 9791.0, 9828.0, 9849.0, 9853.0, 9883.0, 9893.0, 9922.0, 9934.0]",2.0000000000000027,9941.8833333333332,0,
c,18,True,False,6,8.00000000000001,male,55.0,4,"[9821.0, 9836.0, 9847.0, 10214.0, 10212.0, 10218.0, 10214.0, 10216.0, 10205.0, 10205.0, 10183.0, 10185.0, 10168.0, 10106.0, 9999.0, 9981.0, 9991.0, 9983.0, 9974.0, 9974.0, 9905.0, 9931.0, 9933.0, 9936.0, 9948.0, 9977.0, 9977.0, 9997.0, 10054.0, 10018.0, 10044.0, 10055.0, 10064.0, 10068.0, 10071.0, 9970.0, 9952.0, 9949.0, 9972.0, 9982.0, 10002.0, 10031.0, 10041.0, 10057.0, 10082.0, 10095.0, 10121.0, 10141.0, 10145.0, 10047.0, 10050.0, 10048.0, 10050.0, 10049.0, 10047.0, 10026.0, 10004.0, 9990.0, 9960.0, 9938.0]",2.0000000000000027,10037.65,0,
c,18,True,False,7,10.000000000000014,male,52.5,5,"[9897.0, 9885.0, 9879.0, 9869.0, 9765.0, 9761.0, 9773.0, 9786.0, 9805.0, 9826.0, 9859.0, 9876.0, 9899.0, 9918.0, 10008.0, 10027.0, 10031.0, 10020.0, 10007.0, 9997.0, 9968.0, 9954.0, 9933.0, 9909.0, 9887.0, 9873.0, 9849.0, 9854.0, 9869.0, 9860.0, 9869.0, 9826.0, 9851.0, 9868.0, 9887.0, 9907.0, 9827.0, 9857.0, 9872.0, 9903.0, 9930.0, 9935.0, 9725.0, 9783.0, 9800.0, 9821.0, 9841.0, 9877.0, 9727.0, 9759.0, 9816.0, 9851.0, 9866.0, 9808.0, 9789.0, 9832.0, 9859.0, 9888.0, 9923.0, 9953.0]",2.0000000000000027,9871.5666666666675,0,
c,18,True,False,7,12.000000000000018,male,50.0,6,"[9968.0, 9783.0, 9821.0, 9837.0, 9857.0, 9867.0, 9889.0, 9897.0, 9920.0, 9932.0, 9968.0, 9994.0, 10011.0, 10086.0, 9953.0, 9967.0, 9994.0, 10003.0, 10021.0, 9979.0, 9923.0, 9932.0, 9942.0, 9950.0, 9945.0, 9881.0, 9893.0, 9893.0, 9897.0, 9892.0, 9894.0, 9904.0, 9841.0, 9839.0, 9852.0, 9869.0, 9897.0, 9903.0, 9922.0, 9949.0, 9959.0, 9977.0, 9861.0, 9836.0, 9871.0, 9900.0, 9916.0, 9952.0, 9983.0, 9998.0, 10000.0, 9914.0, 9896.0, 9916.0, 9927.0, 9952.0, 9968.0, 9984.0, 9840.0, 9852.0]",2.0000000000000027,9921.1166666666668,0,
c,18,True,False,7,14.000000000000021,male,47.5,7,"[9898.0, 9912.0, 9930.0, 9954.0, 9977.0, 10004.0, 10073.0, 9944.0, 9980.0, 10006.0, 10020.0, 10044.0, 10061.0, 10081.0, 10100.0, 10104.0, 9936.0, 9962.0, 9980.0, 9999.0, 10016.0, 10027.0, 10042.0, 10069.0, 9855.0, 9888.0, 9929.0, 9954.0, 9967.0, 9971.0, 9983.0, 10008.0, 10004.0, 10010.0, 10030.0, 10055.0, 10069.0, 10082.0, 10091.0, 10121.0, 9842.0, 9853.0, 9904.0, 9925.0, 9935.0, 9953.0, 9987.0, 10016.0, 10033.0, 10062.0, 9825.0, 9873.0, 9914.0, 9938.0, 9970.0, 10205.0, 10194.0, 10211.0, 10224.0, 10239.0]",2.0000000000000027,10003.983333333334,0,
c,18,True,False,8,16.000000000000025,male,45.0,8,"[10236.0, 10253.0, 10278.0, 10276.0, 10268.0, 10257.0, 10247.0, 10239.0, 10232.0, 10227.0, 10215.0, 10213.0, 10210.0, 10214.0, 10223.0, 10219.0, 10222.0, 10244.0, 10247.0, 10246.0, 10097.0, 10125.0, 10139.0, 10153.0, 10162.0, 10160.0, 10165.0, 10167.0, 10165.0, 10174.0, 10107.0, 10038.0, 10042.0, 10047.0, 10076.0, 10093.0, 10118.0, 10128.0, 10146.0, 10159.0, 10187.0, 10022.0, 10045.0, 10074.0, 10096.0, 10119.0, 10136.0, 10101.0, 10060.0, 10072.0, 10100.0, 10130.0, 10152.0, 10184.0, 10144.0, 10173.0, 10200.0, 10241.0, 10257.0, 10276.0]",2.0000000000000027,10166.6,0,
c,18,True,False,8,18.00000000000003,male,42.5,9,"[10287.0, 10291.0, 10307.0, 10320.0, 10333.0, 10327.0, 10333.0, 10347.0, 10340.0, 10339.0, 10331.0, 10337.0, 10337.0, 10330.0, 10372.0, 10142.0, 10149.0, 10177.0, 10190.0, 10190.0, 10209.0, 10227.0, 10216.0, 10182.0, 10216.0, 10228.0, 10252.0, 10177.0, 10154.0, 10175.0, 10200.0, 10236.0, 10262.0, 10286.0, 10313.0, 10342.0, 10360.0, 10384.0, 10336.0, 10187.0, 10222.0, 10251.0, 10266.0, 10292.0, 10308.0, 10320.0, 10275.0, 10184.0, 10194.0, 10222.0, 10237.0, 10250.0, 10261.0, 10282.0, 10284.0, 10308.0, 10330.0, 10195.0, 10216.0, 10241.0]",2.0000000000000027,10264.316666666668,0,
c,18,True,False,8,20.000000000000032,male,40.0,10,"[10272.0, 10278.0, 10285.0, 10294.0, 10136.0, 10164.0, 10162.0, 10160.0, 10174.0, 10139.0, 9994.0, 9980.0, 9994.0, 10013.0, 10027.0, 10032.0, 10054.0, 10126.0, 10020.0, 10062.0, 10087.0, 10103.0, 10115.0, 10129.0, 10046.0, 9986.0, 10012.0, 10036.0, 10063.0, 10075.0, 10086.0, 10103.0, 10124.0, 10137.0, 10159.0, 10176.0, 10195.0, 10206.0, 10221.0, 10238.0, 10144.0, 9911.0, 9936.0, 9966.0, 9985.0, 9998.0, 10004.0, 10042.0, 10063.0, 10105.0, 10047.0, 10084.0, 10085.0, 10116.0, 10138.0, 10036.0, 10009.0, 10029.0, 10048.0, 10071.0]",2.0000000000000027,10091.333333333334,0,
